boundaries,labels
0.7430385487528345,4.0
27.260226757369615,3.0
27.86394557823129,0.0
28.46766439909297,0.0
29.071383219954647,0.0
29.675102040816327,0.0
30.278820861678003,2.0
30.882539682539683,0.0
32.13641723356009,1.0
32.74013605442177,2.0
33.34385487528345,2.0
33.94757369614513,2.0
34.5512925170068,0.0
35.20145124716553,2.0
35.80517006802721,0.0
36.40888888888889,0.0
37.01260770975057,2.0
37.6627664399093,2.0
38.26648526077098,2.0
38.87020408163265,0.0
40.07764172335601,1.0
40.68136054421769,0.0
41.28507936507936,0.0
41.795918367346935,2.0
42.399637188208615,0.0
43.003356009070295,0.0
43.607074829931975,0.0
44.257233560090704,2.0
44.860952380952384,0.0
45.464671201814056,0.0
46.068390022675736,0.0
46.672108843537416,2.0
47.22938775510204,0.0
47.78666666666667,2.0
48.39038548752834,2.0
48.99410430839002,2.0
49.5978231292517,2.0
50.20154195011338,2.0
50.80526077097505,0.0
51.40897959183673,0.0
52.01269841269841,2.0
52.66285714285714,2.0
53.26657596371882,2.0
53.8702947845805,2.0
54.474013605442174,2.0
55.077732426303854,0.0
55.72789115646258,0.0
56.33160997732426,0.0
56.93532879818594,2.0
57.53904761904762,2.0
58.792925170068024,1.0
59.396643990929704,2.0
60.00036281179138,2.0
60.60408163265306,0.0
61.207800453514736,0.0
61.811519274376415,2.0
62.461678004535145,2.0
63.065396825396824,2.0
63.669115646258504,2.0
64.27283446712018,2.0
64.87655328798186,0.0
65.52671201814059,0.0
66.13043083900227,2.0
67.33786848072562,1.0
69.1025850340136,1.0
69.65986394557824,2.0
70.21714285714286,2.0
70.72798185941043,2.0
71.3317006802721,2.0
71.9354195011338,2.0
72.53913832199547,0.0
73.14285714285714,0.0
76.20789115646258,2.0
76.81160997732427,2.0
77.46176870748299,0.0
78.06548752834468,0.0
78.66920634920635,0.0
79.27292517006802,0.0
80.48036281179138,1.0
81.13052154195012,2.0
81.73424036281179,2.0
82.33795918367348,2.0
82.94167800453515,2.0
83.54539682539682,2.0
84.14911564625851,2.0
84.75283446712018,0.0
85.40299319727892,0.0
86.00671201814059,2.0
86.61043083900226,2.0
87.21414965986395,2.0
88.46802721088436,1.0
89.07174603174603,0.0
90.27918367346939,1.0
90.88290249433106,2.0
91.5330612244898,2.0
92.13678004535147,2.0
92.74049886621316,2.0
93.34421768707483,0.0
93.9479365079365,2.0
94.59809523809524,0.0
95.20181405895691,0.0
95.8055328798186,2.0
96.40925170068027,2.0
97.01297052154194,2.0
98.26684807256235,1.0
98.87056689342404,2.0
99.47428571428571,0.0
100.07800453514739,0.0
100.72816326530612,2.0
101.3318820861678,0.0
101.93560090702948,2.0
102.53931972789115,2.0
103.14303854875284,0.0
103.74675736961451,2.0
104.30403628117914,0.0
104.86131519274376,0.0
105.46503401360545,0.0
106.06875283446712,0.0
106.67247165532879,0.0
107.22975056689343,2.0
107.78702947845805,2.0
108.34430839002268,2.0
108.99446712018141,2.0
109.59818594104308,0.0
110.20190476190476,2.0
110.80562358276644,2.0
111.40934240362812,2.0
112.05950113378685,2.0
112.66321995464853,2.0
113.2669387755102,2.0
113.87065759637188,0.0
114.47437641723356,0.0
115.07809523809524,2.0
115.68181405895692,2.0
116.93569160997733,1.0
117.539410430839,2.0
118.14312925170069,2.0
118.74684807256236,2.0
119.3970068027211,0.0
120.00072562358277,2.0
120.60444444444444,2.0
121.20816326530613,2.0
121.8118820861678,2.0
122.46204081632654,2.0
123.06575963718821,2.0
123.66947845804988,0.0
124.27319727891157,0.0
124.87691609977324,2.0
126.73451247165534,1.0
129.79954648526078,2.0
130.3568253968254,0.0
130.91410430839002,0.0
131.47138321995465,0.0
132.02866213151927,0.0
132.53950113378684,2.0
133.14321995464852,2.0
133.74693877551022,0.0
134.3506575963719,0.0
135.0008163265306,2.0
135.60453514739228,2.0
136.20825396825396,2.0
136.81197278911566,2.0
137.41569160997733,2.0
138.06585034013605,2.0
138.66956916099772,0.0
139.2732879818594,0.0
139.8770068027211,2.0
140.48072562358277,2.0
141.1308843537415,2.0
141.73460317460317,2.0
142.33832199546487,2.0
142.94204081632654,2.0
143.5457596371882,0.0
144.14947845804988,0.0
144.7996371882086,2.0
145.4033560090703,2.0
146.00707482993198,2.0
146.61079365079365,2.0
147.21451247165533,2.0
147.86467120181405,2.0
148.46839002267575,0.0
149.07210884353742,0.0
149.6758276643991,0.0
150.27954648526077,0.0
150.9297052154195,2.0
151.5334240362812,2.0
152.13714285714286,2.0
152.74086167800453,0.0
153.3445804988662,0.0
153.94829931972788,0.0
154.59845804988663,2.0
155.2021768707483,2.0
155.80589569160998,2.0
156.40961451247165,2.0
157.01333333333332,2.0
157.61705215419502,2.0
158.26721088435374,0.0
158.87092970521542,0.0
159.4746485260771,2.0
160.07836734693876,2.0
160.68208616780046,2.0
161.93596371882086,1.0
162.53968253968253,2.0
163.14340136054423,0.0
163.7471201814059,0.0
164.39727891156463,2.0
165.0009977324263,2.0
165.60471655328797,2.0
166.20843537414967,2.0
166.81215419501135,2.0
167.41587301587302,2.0
168.06603174603174,0.0
176.61097505668934,1.0
176.6138775510204,4.0
