boundaries,labels
0.4179591836734694,4.0
2.8328344671201813,3.0
6.640907029478458,3.0
8.591383219954649,0.0
12.445895691609977,2.0
14.303492063492063,0.0
15.232290249433106,0.0
17.22920634920635,0.0
21.083718820861677,0.0
22.987755102040815,0.0
24.891791383219953,3.0
25.86702947845805,3.0
27.77106575963719,0.0
29.628662131519274,0.0
33.34385487528345,3.0
35.20145124716553,3.0
38.963083900226756,3.0
40.820680272108845,1.0
44.489433106575966,1.0
46.34702947845805,1.0
48.204625850340136,2.0
51.919818594104306,3.0
53.777414965986395,2.0
54.659773242630386,3.0
56.563809523809525,3.0
58.42140589569161,0.0
62.18303854875283,2.0
65.89823129251701,1.0
67.75582766439909,2.0
69.61342403628117,2.0
71.47102040816327,0.0
73.32861678004535,0.0
77.04380952380953,2.0
80.80544217687074,1.0
82.66303854875284,2.0
84.52063492063492,2.0
86.378231292517,0.0
88.2358276643991,0.0
90.09342403628118,0.0
93.80861678004536,3.0
95.66621315192744,0.0
99.38140589569161,0.0
101.2390022675737,1.0
103.09659863945578,1.0
104.95419501133787,0.0
108.71582766439909,0.0
110.52698412698413,2.0
114.28861678004534,0.0
116.14621315192744,1.0
119.81496598639455,3.0
121.7190022675737,0.0
125.38775510204081,2.0
129.14938775510205,1.0
131.00698412698412,3.0
132.86458049886622,2.0
134.72217687074829,0.0
136.57977324263038,0.0
140.29496598639454,0.0
144.05659863945579,1.0
145.8677551020408,2.0
147.77179138321995,2.0
149.62938775510204,0.0
151.48698412698414,0.0
153.3445804988662,3.0
157.0597732426304,2.0
158.91736961451247,3.0
160.77496598639456,3.0
164.49015873015873,2.0
166.34775510204082,3.0
168.2053514739229,2.0
170.06294784580498,3.0
172.84934240362813,3.0
175.63573696145124,3.0
179.3509297052154,0.0
181.2085260770975,0.0
183.0661224489796,1.0
186.8277551020408,0.0
190.542947845805,2.0
192.40054421768707,1.0
196.11573696145123,0.0
196.99809523809523,3.0
198.90213151927438,0.0
202.61732426303854,0.0
206.33251700680273,1.0
208.1901133786848,2.0
210.0477097505669,2.0
211.905306122449,3.0
213.76290249433106,0.0
217.47809523809525,0.0
221.23972789115646,1.0
223.09732426303856,2.0
226.81251700680272,2.0
241.71972789115645,2.0
241.76326530612246,4.0
