boundaries,labels
10.402539682539683,5.0
13.56045351473923,2.0
16.114648526077097,2.0
21.13015873015873,2.0
26.192108843537415,1.0
31.2540589569161,1.0
33.761814058956915,1.0
36.31600907029478,2.0
41.33151927437642,2.0
43.885714285714286,2.0
46.439909297052154,2.0
51.45541950113379,3.0
56.517369614512475,3.0
61.57931972789115,2.0
66.64126984126985,2.0
71.70321995464853,2.0
76.71873015873015,2.0
81.78068027210884,4.0
86.84263038548752,4.0
91.85814058956916,4.0
96.92009070294785,4.0
100.68172335600907,4.0
101.98204081632653,4.0
104.48979591836735,4.0
109.55174603174603,4.0
114.61369614512472,4.0
117.12145124716554,3.0
122.18340136054422,4.0
124.73759637188209,4.0
127.24535147392291,4.0
129.79954648526078,4.0
132.3073015873016,4.0
137.36925170068028,4.0
142.38476190476192,4.0
144.93895691609978,4.0
147.4467120181406,4.0
150.00090702947847,4.0
152.5086621315193,4.0
157.57061224489797,4.0
162.53968253968253,4.0
165.0938775510204,3.0
167.64807256235827,3.0
172.84934240362813,3.0
175.54285714285714,3.0
178.1899319727891,3.0
183.43764172335602,2.0
186.13115646258504,3.0
191.56462585034015,3.0
192.8649433106576,3.0
195.4655782312925,4.0
197.97333333333333,4.0
200.5275283446712,4.0
203.03528344671201,4.0
205.58947845804988,4.0
210.60498866213152,4.0
215.6669387755102,4.0
218.22113378684807,4.0
220.7288888888889,4.0
225.79083900226757,4.0
230.85278911564626,4.0
250.3111111111111,4.0
250.33142857142857,5.0
