-421.0457,78.94349,45.54633,14.239232,-3.4298744,-10.563874,-14.373642,-16.609339,-15.163104,-9.922644,-3.530205,1.8477983,5.884758
-387.12823,112.901855,51.611423,2.680382,-14.734381,-11.997593,-4.7306623,0.8475456,3.063111,1.2921222,-2.9082549,-6.503172,-6.043736
-397.88358,104.976105,55.60233,8.870588,-14.872337,-16.699602,-8.87072,-0.5129651,5.31052,6.7258096,2.0392752,-6.1465554,-10.470934
-417.52057,84.53664,50.340378,14.178176,-8.161286,-12.228284,-4.5262537,4.5435324,7.6876407,3.5511153,-4.2963653,-10.192459,-9.684625
-394.1995,104.77136,46.725845,-1.360429,-19.59727,-14.508013,-0.23964052,12.340914,16.790854,11.989702,1.8513013,-7.5513535,-11.078878
-353.7815,136.22986,36.43217,-21.484184,-24.516722,-9.737261,4.542528,18.05902,24.323498,16.708971,0.010852209,-13.749137,-14.838385
-360.6145,135.42403,47.359364,-12.679026,-24.64882,-15.996159,-6.9840856,2.027103,8.941537,7.8939977,0.74633664,-5.947996,-7.8408813
-375.7833,122.54227,48.67808,-7.702086,-24.141577,-16.260729,-3.4218938,6.9192524,11.598438,8.717517,0.80998373,-6.9074225,-9.465859
-381.91403,120.284615,57.060253,3.4664853,-17.372597,-14.960462,-8.008765,-3.1476912,1.7088739,5.009966,1.8108758,-6.8628583,-12.6331215
-394.68823,109.94048,61.609093,15.857326,-7.6807632,-10.757351,-6.0089345,-2.0248375,-0.275548,-0.96629226,-5.4184823,-12.384298,-16.590197
-374.43802,126.37909,55.457912,-0.809758,-19.146215,-12.594858,-0.80092424,7.7587004,11.087094,7.969844,-0.8111819,-11.072899,-16.7868
-338.57928,155.74481,52.510303,-8.061629,-15.242534,-7.705639,-1.3473419,6.9978027,12.205189,6.518454,-6.992796,-17.263548,-16.251047
-330.72385,161.70113,49.597904,-14.108684,-19.102102,-9.697778,-3.6350439,3.0924187,6.7960005,3.2955556,-3.3971593,-9.496847,-13.462229
-356.7845,143.36284,58.817265,-2.6074624,-19.483717,-12.986628,-2.3934262,6.607377,9.586588,4.475743,-3.9987764,-10.904577,-13.748348
-370.99054,132.47504,63.018093,5.626847,-15.860364,-13.008217,-5.4128017,-0.5290609,2.278659,2.3814876,-2.0771651,-9.367267,-13.434799
-385.83194,120.066284,66.98458,18.431116,-4.849635,-7.2954507,-4.1321187,-3.5600774,-4.809145,-6.521226,-9.878736,-14.288932,-15.66287
-376.5109,126.23819,59.62506,3.3358574,-18.400795,-13.447385,-0.22631763,9.302974,10.86581,4.935205,-4.616289,-12.276908,-13.858376
-354.55402,136.95284,40.932808,-14.828406,-19.170214,-7.8525333,2.7504187,13.936398,20.341702,14.048144,-2.616257,-17.374096,-18.752712
-343.18655,154.17293,54.790283,-11.159518,-21.230587,-9.326276,-1.2788861,3.7282221,7.939248,6.948245,0.70854795,-5.893992,-8.929482
-363.5789,137.02959,57.620422,-2.6276982,-20.535221,-13.843152,-2.819954,5.9316907,10.02891,8.037934,2.541936,-3.080208,-6.7643647
-375.25082,129.64073,65.22121,8.306222,-16.203756,-14.527765,-4.9638762,2.0484045,5.0667224,4.2054744,-0.4142368,-6.145014,-8.922678
-353.12512,124.46079,40.023,15.728353,8.481913,0.3327761,-6.166284,-5.9482393,-10.829728,-11.620426,-7.306087,-9.381389,-13.424959
-231.8569,76.604454,-6.2506084,55.003834,-6.29622,13.571001,-18.293673,0.024074532,-21.328762,-10.598457,-10.959428,-14.095131,-9.372786
-223.85439,116.5047,-17.566084,22.227207,-18.014729,-0.90363604,-16.990843,-5.5208287,-28.711023,-21.18332,-11.002835,-13.253514,2.2623794
-229.29863,150.38617,17.427916,37.461395,-35.596706,-22.996857,-0.6914567,7.8902135,-13.364942,-22.535337,-11.009954,-10.055991,1.198765
-220.84492,153.23537,23.094278,36.49486,-32.95039,-7.5413284,4.2081423,12.476376,-10.74541,-17.287561,-11.648386,-14.683896,12.057962
-282.10825,155.5729,45.49067,23.593294,-10.842011,2.7449253,3.5851784,1.0237836,-9.466566,-1.1568799,-3.8903666,-6.7923703,5.5889416
-238.61955,143.17175,22.97355,38.617573,15.104789,9.35348,-30.65013,1.1255494,-4.3041043,10.186288,-3.3805573,-29.50007,5.575897
-349.5611,134.32898,65.8438,32.77007,12.705625,4.2649374,-3.5734167,6.059169,2.1041903,2.2420356,-1.3074698,-8.463196,0.76210296
-388.60287,120.43005,75.78163,31.791945,6.6607647,0.5643285,3.0458643,5.260839,4.9950466,4.0666866,3.9694045,3.8330529,1.5687469
-255.49652,151.16725,26.693445,13.627008,1.5196398,7.6164784,-12.529079,9.838846,-8.529822,-6.4553075,-3.652803,6.1247835,12.929903
-220.08882,128.81053,-1.7043538,46.545704,11.003099,10.914419,-14.918362,6.0057673,-7.363817,-13.251413,-0.9856469,-3.4858036,-0.15360261
-239.33725,135.15045,22.681652,19.913061,2.5282,22.482706,-9.705284,12.537764,-14.09952,-7.5581155,-5.4569416,-3.7243311,1.2505777
-254.40854,142.41888,10.395102,15.6385145,8.574473,14.488836,0.58636814,6.752085,-19.685926,0.4621998,0.9046416,-1.3913324,7.1533713
-367.14044,123.70636,51.890404,22.91666,17.838606,14.469523,10.000784,4.1511045,-2.769662,-5.9839563,0.8859899,6.9612794,-0.50228053
-293.78378,108.19384,5.004857,29.01083,11.073276,16.18037,-0.30185357,-0.53077686,-4.6377764,-2.2295458,-1.1036011,5.3505106,2.9442844
-213.65556,130.9063,16.874058,38.4363,-21.778616,8.75493,1.0775639,10.936244,-16.227964,-4.2901397,-6.383635,-3.1995668,7.1921825
